Identificador;Columna 1;Columna 2;Columna 3;Columna 4
Dato 29954;0;0;0;0
Dato 29955;0;0;0;0
Dato 29956;0;0;0;0
Dato 29957;0;0;0;0
Dato 29958;0;0;0;0
Dato 29959;0;0;0;0
Dato 29960;0;0;0;0
Dato 29961;0;0;0;0
Dato 29962;0;0;0;0
Dato 29963;0;0;0;0
Dato 29964;0;0;0;0
Dato 29965;0;0;0;0
Dato 29966;0;0;0;0
Dato 29967;0;0;0;0
Dato 29968;0;0;0;0
Dato 29969;0;0;0;0
Dato 29970;0;0;0;0
Dato 29971;0;0;0;0
Dato 29972;0;0;0;0
Dato 29973;0;0;0;0
Dato 29974;0;0;0;0
Dato 29975;0;0;0;0
Dato 29976;0;0;0;0
Dato 29977;0;0;0;0
Dato 29978;0;0;0;0
Dato 29979;0;0;0;0
Dato 29980;0;0;0;0
Dato 29981;0;0;0;0
Dato 29982;0;0;0;0
Dato 29983;0;0;0;0
Dato 29984;0;0;0;0
Dato 29985;0;0;0;0
Dato 29986;0;0;0;0
Dato 29987;0;0;0;0
Dato 29988;0;0;0;0
Dato 29989;0;0;0;0
Dato 29990;0;0;0;0
Dato 29991;0;0;0;0
Dato 29992;0;0;0;0
Dato 29993;221;68;169;1
Dato 29994;227;77;165;1
Dato 29995;222;97;129;2
Dato 29996;218;109;105;2
Dato 29997;216;113;100;2
Dato 29998;213;117;97;2
Dato 29999;217;111;105;2
Dato 30000;221;105;116;2
Dato 30001;223;100;125;2
Dato 30002;220;107;110;2
Dato 30003;218;110;103;2
Dato 30004;218;110;104;2
Dato 30005;218;111;101;2
Dato 30006;218;111;101;2
Dato 30007;218;111;101;2
Dato 30008;216;113;100;2
Dato 30009;211;119;95;2
Dato 30010;213;117;97;2
Dato 30011;217;112;101;2
Dato 30012;218;111;101;2
Dato 30013;218;111;102;2
Dato 30014;218;111;101;2
Dato 30015;218;111;101;2
Dato 30016;218;111;102;2
Dato 30017;219;109;106;2
Dato 30018;220;106;112;2
Dato 30019;221;104;117;2
Dato 30020;222;103;120;2
Dato 30021;222;102;121;2
Dato 30022;225;96;134;2
Dato 30023;229;86;158;2
Dato 30024;235;73;185;1
Dato 30025;240;62;210;1
Dato 30026;243;57;221;1
Dato 30027;243;56;224;1
Dato 30028;244;54;229;1
Dato 30029;247;49;239;1
Dato 30030;248;47;243;1
Dato 30031;247;47;244;1
Dato 30032;247;48;241;1
Dato 30033;246;51;235;1
Dato 30034;242;58;218;1
Dato 30035;239;66;201;1
Dato 30036;234;76;179;1
Dato 30037;232;80;169;2
Dato 30038;234;76;180;1
Dato 30039;237;62;206;1
Dato 30040;231;52;213;1
Dato 30041;224;49;209;1
Dato 30042;223;47;212;1
Dato 30043;199;42;189;1
Dato 30044;0;0;0;0
Dato 30045;0;0;0;0
Dato 30046;0;0;0;0
Dato 30047;191;40;182;1
Dato 30048;227;47;217;1
Dato 30049;242;53;226;1
Dato 30050;237;72;190;1
Dato 30051;226;94;140;2
Dato 30052;220;106;113;2
Dato 30053;218;110;102;2
Dato 30054;218;111;101;2
Dato 30055;215;114;98;2
Dato 30056;201;130;86;3
Dato 30057;189;143;76;3
Dato 30058;186;148;72;3
Dato 30059;184;149;71;3
Dato 30060;184;150;71;3
Dato 30061;186;147;72;3
Dato 30062;200;132;85;3
Dato 30063;216;113;99;2
Dato 30064;218;110;103;2
Dato 30065;218;110;103;2
Dato 30066;218;110;102;2
Dato 30067;218;111;101;2
Dato 30068;218;111;101;2
Dato 30069;218;111;101;2
Dato 30070;218;111;102;2
Dato 30071;218;110;103;2
Dato 30072;221;104;117;2
Dato 30073;224;97;132;2
Dato 30074;220;106;113;2
Dato 30075;214;115;99;2
Dato 30076;194;138;80;3
Dato 30077;185;149;71;3
Dato 30078;186;148;72;3
Dato 30079;186;147;72;3
Dato 30080;186;148;72;3
Dato 30081;193;139;79;3
Dato 30082;209;121;93;2
Dato 30083;215;114;100;2
Dato 30084;218;110;103;2
Dato 30085;219;109;107;2
Dato 30086;221;103;118;2
Dato 30087;225;95;136;2
Dato 30088;231;82;165;1
Dato 30089;240;63;209;1
Dato 30090;245;51;233;1
Dato 30091;247;47;243;1
Dato 30092;248;46;246;1
Dato 30093;247;49;239;1
Dato 30094;242;56;222;1
Dato 30095;234;56;208;1
Dato 30096;237;52;218;1
Dato 30097;0;0;0;0
Dato 30098;0;0;0;0
Dato 30099;0;0;0;0
Dato 30100;0;0;0;0
Dato 30101;0;0;0;0
Dato 30102;0;0;0;0
Dato 30103;0;0;0;0
Dato 30104;0;0;0;0
Dato 30105;0;0;0;0
Dato 30106;0;0;0;0
Dato 30107;0;0;0;0
Dato 30108;0;0;0;0
Dato 30109;0;0;0;0
Dato 30110;0;0;0;0
Dato 30111;0;0;0;0
Dato 30112;0;0;0;0
Dato 30113;0;0;0;0
Dato 30114;0;0;0;0
Dato 30115;0;0;0;0
Dato 30116;0;0;0;0
Dato 30117;0;0;0;0
Dato 30118;0;0;0;0
Dato 30119;0;0;0;0
Dato 30120;0;0;0;0
Dato 30121;0;0;0;0
Dato 30122;0;0;0;0
Dato 30123;0;0;0;0
Dato 30124;0;0;0;0
Dato 30125;0;0;0;0
Dato 30126;0;0;0;0
Dato 30127;0;0;0;0
Dato 30128;0;0;0;0
Dato 30129;0;0;0;0
Dato 30130;0;0;0;0
Dato 30131;0;0;0;0
Dato 30132;0;0;0;0
Dato 30133;0;0;0;0
Dato 30134;0;0;0;0
Dato 30135;0;0;0;0
Dato 30136;0;0;0;0
Dato 30137;0;0;0;0
Dato 30138;0;0;0;0
Dato 30139;0;0;0;0
Dato 30140;0;0;0;0
Dato 30141;0;0;0;0
Dato 30142;0;0;0;0
Dato 30143;0;0;0;0
Dato 30144;0;0;0;0
Dato 30145;0;0;0;0
Dato 30146;0;0;0;0
Dato 30147;0;0;0;0
Dato 30148;0;0;0;0
Dato 30149;0;0;0;0
Dato 30150;0;0;0;0
Dato 30151;0;0;0;0
Dato 30152;0;0;0;0
Dato 30153;0;0;0;0
Dato 30154;0;0;0;0
Dato 30155;0;0;0;0
Dato 30156;0;0;0;0
Dato 30157;0;0;0;0
Dato 30158;0;0;0;0
Dato 30159;0;0;0;0
Dato 30160;0;0;0;0
Dato 30161;0;0;0;0
Dato 30162;0;0;0;0
Dato 30163;0;0;0;0
Dato 30164;0;0;0;0
Dato 30165;0;0;0;0
Dato 30166;0;0;0;0
Dato 30167;0;0;0;0
Dato 30168;0;0;0;0
Dato 30169;0;0;0;0
Dato 30170;0;0;0;0
Dato 30171;0;0;0;0
Dato 30172;0;0;0;0
Dato 30173;0;0;0;0
Dato 30174;0;0;0;0
Dato 30175;0;0;0;0
Dato 30176;0;0;0;0
Dato 30177;0;0;0;0
Dato 30178;0;0;0;0
Dato 30179;0;0;0;0
Dato 30180;0;0;0;0
Dato 30181;0;0;0;0
Dato 30182;0;0;0;0
Dato 30183;0;0;0;0
Dato 30184;0;0;0;0
Dato 30185;0;0;0;0
Dato 30186;0;0;0;0
Dato 30187;0;0;0;0
Dato 30188;0;0;0;0
Dato 30189;0;0;0;0
Dato 30190;0;0;0;0
Dato 30191;0;0;0;0
Dato 30192;0;0;0;0
Dato 30193;0;0;0;0
Dato 30194;0;0;0;0
Dato 30195;0;0;0;0
Dato 30196;0;0;0;0
Dato 30197;0;0;0;0
Dato 30198;0;0;0;0
Dato 30199;0;0;0;0
Dato 30200;0;0;0;0
Dato 30201;0;0;0;0
Dato 30202;0;0;0;0
Dato 30203;0;0;0;0
Dato 30204;0;0;0;0
Dato 30205;0;0;0;0
Dato 30206;0;0;0;0
Dato 30207;0;0;0;0
Dato 30208;0;0;0;0
Dato 30209;0;0;0;0
Dato 30210;203;41;194;1
Dato 30211;231;56;205;1
Dato 30212;212;86;126;2
Dato 30213;215;104;106;2
Dato 30214;218;109;105;2
Dato 30215;217;112;101;2
Dato 30216;218;111;102;2
Dato 30217;218;110;104;2
Dato 30218;219;108;107;2
Dato 30219;219;108;109;2
Dato 30220;222;102;121;2
Dato 30221;226;94;140;2
Dato 30222;223;100;127;2
Dato 30223;219;107;109;2
Dato 30224;218;111;102;2
Dato 30225;218;111;101;2
Dato 30226;216;112;101;2
Dato 30227;215;114;99;2
Dato 30228;217;112;101;2
Dato 30229;218;111;101;2
Dato 30230;218;111;101;2
Dato 30231;218;111;102;2
Dato 30232;218;111;102;2
Dato 30233;219;109;107;2
Dato 30234;223;100;126;2
Dato 30235;229;87;154;2
Dato 30236;231;83;164;2
Dato 30237;230;84;161;2
Dato 30238;230;85;158;2
Dato 30239;232;80;169;2
Dato 30240;237;69;194;1
Dato 30241;241;61;213;1
Dato 30242;244;55;225;1
Dato 30243;243;57;222;1
Dato 30244;241;62;210;1
Dato 30245;239;64;205;1
Dato 30246;240;63;208;1
Dato 30247;242;60;215;1
Dato 30248;242;58;218;1
Dato 30249;242;59;216;1
Dato 30250;242;58;218;1
Dato 30251;242;59;216;1
Dato 30252;243;58;220;1
Dato 30253;244;54;227;1
Dato 30254;246;50;236;1
Dato 30255;244;49;235;1
Dato 30256;231;46;225;1
Dato 30257;223;43;218;1
Dato 30258;218;44;210;1
Dato 30259;199;41;189;1
Dato 30260;0;0;0;0
Dato 30261;0;0;0;0
Dato 30262;0;0;0;0
Dato 30263;0;0;0;0
Dato 30264;0;0;0;0
Dato 30265;208;44;198;1
Dato 30266;242;56;222;1
Dato 30267;227;91;146;2
Dato 30268;219;109;107;2
Dato 30269;218;111;102;2
Dato 30270;218;111;101;2
Dato 30271;216;113;100;2
Dato 30272;205;126;90;2
Dato 30273;189;144;75;3
Dato 30274;184;150;71;3
Dato 30275;184;150;71;3
Dato 30276;184;149;71;3
Dato 30277;184;150;70;3
Dato 30278;186;147;73;3
Dato 30279;205;126;90;2
Dato 30280;217;112;101;2
Dato 30281;219;108;108;2
Dato 30282;220;106;112;2
Dato 30283;219;108;108;2
Dato 30284;218;111;102;2
Dato 30285;218;111;101;2
Dato 30286;218;111;102;2
Dato 30287;219;108;108;2
Dato 30288;219;108;108;2
Dato 30289;224;98;129;2
Dato 30290;228;88;152;1
Dato 30291;221;103;118;2
Dato 30292;216;113;100;2
Dato 30293;199;132;85;3
Dato 30294;186;148;72;3
Dato 30295;186;148;72;3
Dato 30296;186;147;72;3
Dato 30297;186;148;72;3
Dato 30298;195;137;80;3
Dato 30299;211;119;95;2
Dato 30300;216;112;101;2
Dato 30301;219;109;107;2
Dato 30302;220;105;114;2
Dato 30303;222;103;120;2
Dato 30304;223;101;124;2
Dato 30305;225;96;134;2
Dato 30306;231;82;166;1
Dato 30307;240;64;205;1
Dato 30308;247;49;239;1
Dato 30309;248;45;247;1
Dato 30310;248;44;248;1
Dato 30311;244;44;243;1
Dato 30312;242;44;241;1
Dato 30313;245;44;245;1
Dato 30314;0;0;0;0
Dato 30315;0;0;0;0
Dato 30316;0;0;0;0
Dato 30317;0;0;0;0
Dato 30318;0;0;0;0
Dato 30319;0;0;0;0
Dato 30320;0;0;0;0
Dato 30321;0;0;0;0
Dato 30322;0;0;0;0
Dato 30323;0;0;0;0
Dato 30324;0;0;0;0
Dato 30325;0;0;0;0
Dato 30326;0;0;0;0
Dato 30327;0;0;0;0
Dato 30328;0;0;0;0
Dato 30329;0;0;0;0
Dato 30330;0;0;0;0
Dato 30331;0;0;0;0
Dato 30332;0;0;0;0
Dato 30333;0;0;0;0
Dato 30334;0;0;0;0
Dato 30335;0;0;0;0
Dato 30336;0;0;0;0
Dato 30337;0;0;0;0
Dato 30338;0;0;0;0
Dato 30339;0;0;0;0
Dato 30340;0;0;0;0
Dato 30341;0;0;0;0
Dato 30342;0;0;0;0
Dato 30343;0;0;0;0
Dato 30344;0;0;0;0
Dato 30345;0;0;0;0
Dato 30346;0;0;0;0
Dato 30347;0;0;0;0
Dato 30348;0;0;0;0
Dato 30349;0;0;0;0
Dato 30350;0;0;0;0
Dato 30351;0;0;0;0
Dato 30352;0;0;0;0
Dato 30353;0;0;0;0
Dato 30354;0;0;0;0
Dato 30355;0;0;0;0
Dato 30356;0;0;0;0
Dato 30357;0;0;0;0
Dato 30358;0;0;0;0
Dato 30359;0;0;0;0
Dato 30360;0;0;0;0
Dato 30361;0;0;0;0
Dato 30362;0;0;0;0
Dato 30363;0;0;0;0
Dato 30364;0;0;0;0
Dato 30365;0;0;0;0
Dato 30366;0;0;0;0
Dato 30367;0;0;0;0
Dato 30368;0;0;0;0
Dato 30369;0;0;0;0
Dato 30370;0;0;0;0
Dato 30371;0;0;0;0
Dato 30372;0;0;0;0
Dato 30373;0;0;0;0
Dato 30374;0;0;0;0
Dato 30375;0;0;0;0
Dato 30376;0;0;0;0
Dato 30377;0;0;0;0
Dato 30378;0;0;0;0
Dato 30379;0;0;0;0
Dato 30380;0;0;0;0
Dato 30381;0;0;0;0
Dato 30382;0;0;0;0
Dato 30383;0;0;0;0
Dato 30384;0;0;0;0
Dato 30385;0;0;0;0
Dato 30386;0;0;0;0
Dato 30387;0;0;0;0
Dato 30388;0;0;0;0
Dato 30389;0;0;0;0
Dato 30390;0;0;0;0
Dato 30391;0;0;0;0
Dato 30392;0;0;0;0
Dato 30393;0;0;0;0
Dato 30394;0;0;0;0
Dato 30395;0;0;0;0
Dato 30396;0;0;0;0
Dato 30397;0;0;0;0
Dato 30398;0;0;0;0
Dato 30399;0;0;0;0
Dato 30400;0;0;0;0
Dato 30401;0;0;0;0
Dato 30402;0;0;0;0
Dato 30403;0;0;0;0
Dato 30404;0;0;0;0
Dato 30405;0;0;0;0
Dato 30406;0;0;0;0
Dato 30407;0;0;0;0
Dato 30408;0;0;0;0
Dato 30409;0;0;0;0
Dato 30410;0;0;0;0
Dato 30411;0;0;0;0
Dato 30412;0;0;0;0
Dato 30413;0;0;0;0
Dato 30414;0;0;0;0
Dato 30415;0;0;0;0
Dato 30416;0;0;0;0
Dato 30417;0;0;0;0
Dato 30418;0;0;0;0
Dato 30419;0;0;0;0
Dato 30420;0;0;0;0
Dato 30421;0;0;0;0
Dato 30422;0;0;0;0
Dato 30423;0;0;0;0
Dato 30424;0;0;0;0
Dato 30425;0;0;0;0
Dato 30426;0;0;0;0
Dato 30427;0;0;0;0
Dato 30428;0;0;0;0
Dato 30429;219;62;176;1
Dato 30430;208;92;110;2
Dato 30431;215;104;105;2
Dato 30432;220;107;110;2
Dato 30433;219;108;109;2
Dato 30434;219;108;109;2
Dato 30435;220;107;111;2
Dato 30436;221;104;116;2
Dato 30437;226;92;143;2
Dato 30438;236;71;190;1
Dato 30439;239;65;203;1
Dato 30440;231;83;164;2
Dato 30441;222;102;122;2
Dato 30442;219;108;107;2
Dato 30443;218;110;103;2
Dato 30444;218;111;101;2
Dato 30445;218;111;102;2
Dato 30446;218;111;102;2
Dato 30447;218;111;101;2
Dato 30448;218;111;101;2
Dato 30449;217;112;101;2
Dato 30450;217;111;104;2
Dato 30451;221;103;119;2
Dato 30452;231;83;163;2
Dato 30453;238;67;198;1
Dato 30454;238;68;197;1
Dato 30455;238;68;197;1
Dato 30456;239;66;202;1
Dato 30457;240;63;209;1
Dato 30458;241;60;214;1
Dato 30459;241;61;213;1
Dato 30460;240;64;207;1
Dato 30461;237;69;195;1
Dato 30462;234;76;180;1
Dato 30463;234;76;178;1
Dato 30464;234;75;180;1
Dato 30465;233;78;176;1
Dato 30466;233;79;173;1
Dato 30467;233;78;175;1
Dato 30468;233;79;172;1
Dato 30469;236;72;187;1
Dato 30470;242;60;215;1
Dato 30471;246;46;243;1
Dato 30472;238;43;237;1
Dato 30473;227;42;225;1
Dato 30474;223;41;221;1
Dato 30475;208;42;200;1
Dato 30476;0;0;0;0
Dato 30477;0;0;0;0
Dato 30478;0;0;0;0
Dato 30479;0;0;0;0
Dato 30480;0;0;0;0
Dato 30481;0;0;0;0
Dato 30482;205;41;197;1
Dato 30483;243;55;224;1
Dato 30484;224;96;135;2
Dato 30485;218;111;103;2
Dato 30486;218;111;101;2
Dato 30487;218;111;101;2
Dato 30488;211;118;96;2
Dato 30489;192;141;78;3
Dato 30490;184;149;71;3
Dato 30491;184;149;71;3
Dato 30492;184;149;71;3
Dato 30493;184;149;71;3
Dato 30494;184;150;71;3
Dato 30495;186;147;72;3
Dato 30496;201;130;86;3
Dato 30497;216;113;100;2
Dato 30498;218;110;104;2
Dato 30499;220;107;111;2
Dato 30500;220;105;114;2
Dato 30501;219;109;106;2
Dato 30502;218;110;103;2
Dato 30503;218;111;102;2
Dato 30504;219;108;108;2
Dato 30505;219;109;105;2
Dato 30506;223;100;125;2
Dato 30507;226;93;141;2
Dato 30508;220;106;113;2
Dato 30509;217;112;101;2
Dato 30510;206;125;91;2
Dato 30511;187;146;73;3
Dato 30512;185;148;72;3
Dato 30513;186;147;72;3
Dato 30514;185;148;72;3
Dato 30515;193;140;79;3
Dato 30516;209;121;93;2
Dato 30517;216;113;100;2
Dato 30518;219;109;106;2
Dato 30519;220;106;113;2
Dato 30520;221;105;116;2
Dato 30521;220;105;114;2
Dato 30522;220;106;113;2
Dato 30523;222;102;122;2
Dato 30524;229;86;156;2
Dato 30525;242;58;219;1
Dato 30526;248;45;246;1
Dato 30527;241;44;239;1
Dato 30528;224;42;219;1
Dato 30529;230;43;226;1
Dato 30530;0;0;0;0
Dato 30531;0;0;0;0
Dato 30532;0;0;0;0
Dato 30533;0;0;0;0
Dato 30534;0;0;0;0
Dato 30535;0;0;0;0
Dato 30536;0;0;0;0
Dato 30537;0;0;0;0
Dato 30538;0;0;0;0
Dato 30539;0;0;0;0
Dato 30540;0;0;0;0
Dato 30541;0;0;0;0
Dato 30542;0;0;0;0
Dato 30543;0;0;0;0
Dato 30544;0;0;0;0
Dato 30545;0;0;0;0
Dato 30546;0;0;0;0
Dato 30547;0;0;0;0
Dato 30548;0;0;0;0
Dato 30549;0;0;0;0
Dato 30550;0;0;0;0
Dato 30551;0;0;0;0
Dato 30552;0;0;0;0
Dato 30553;0;0;0;0
Dato 30554;0;0;0;0
Dato 30555;0;0;0;0
Dato 30556;0;0;0;0
Dato 30557;0;0;0;0
Dato 30558;0;0;0;0
Dato 30559;0;0;0;0
Dato 30560;0;0;0;0
Dato 30561;0;0;0;0
Dato 30562;0;0;0;0
Dato 30563;0;0;0;0
Dato 30564;0;0;0;0
Dato 30565;0;0;0;0
Dato 30566;0;0;0;0
Dato 30567;0;0;0;0
Dato 30568;0;0;0;0
Dato 30569;0;0;0;0
Dato 30570;0;0;0;0
Dato 30571;0;0;0;0
Dato 30572;0;0;0;0
Dato 30573;0;0;0;0
Dato 30574;0;0;0;0
Dato 30575;0;0;0;0
Dato 30576;0;0;0;0
Dato 30577;0;0;0;0
Dato 30578;0;0;0;0
Dato 30579;0;0;0;0
Dato 30580;0;0;0;0
Dato 30581;0;0;0;0
Dato 30582;0;0;0;0
Dato 30583;0;0;0;0
Dato 30584;0;0;0;0
Dato 30585;0;0;0;0
Dato 30586;0;0;0;0
Dato 30587;0;0;0;0
Dato 30588;0;0;0;0
Dato 30589;0;0;0;0
Dato 30590;0;0;0;0
Dato 30591;0;0;0;0
Dato 30592;0;0;0;0
Dato 30593;0;0;0;0
Dato 30594;0;0;0;0
Dato 30595;0;0;0;0
Dato 30596;0;0;0;0
Dato 30597;0;0;0;0
Dato 30598;0;0;0;0
Dato 30599;0;0;0;0
Dato 30600;0;0;0;0
Dato 30601;0;0;0;0
Dato 30602;0;0;0;0
Dato 30603;0;0;0;0
Dato 30604;0;0;0;0
Dato 30605;0;0;0;0
Dato 30606;0;0;0;0
Dato 30607;0;0;0;0
Dato 30608;0;0;0;0
Dato 30609;0;0;0;0
Dato 30610;0;0;0;0
Dato 30611;0;0;0;0
Dato 30612;0;0;0;0
Dato 30613;0;0;0;0
Dato 30614;0;0;0;0
Dato 30615;0;0;0;0
Dato 30616;0;0;0;0
Dato 30617;0;0;0;0
Dato 30618;0;0;0;0
Dato 30619;0;0;0;0
Dato 30620;0;0;0;0
Dato 30621;0;0;0;0
Dato 30622;0;0;0;0
Dato 30623;0;0;0;0
Dato 30624;0;0;0;0
Dato 30625;0;0;0;0
Dato 30626;0;0;0;0
Dato 30627;0;0;0;0
Dato 30628;0;0;0;0
Dato 30629;0;0;0;0
Dato 30630;0;0;0;0
Dato 30631;0;0;0;0
Dato 30632;0;0;0;0
Dato 30633;0;0;0;0
Dato 30634;0;0;0;0
Dato 30635;0;0;0;0
Dato 30636;0;0;0;0
Dato 30637;0;0;0;0
Dato 30638;0;0;0;0
Dato 30639;0;0;0;0
Dato 30640;0;0;0;0
Dato 30641;0;0;0;0
Dato 30642;0;0;0;0
Dato 30643;0;0;0;0
Dato 30644;0;0;0;0
Dato 30645;0;0;0;0
Dato 30646;0;0;0;0
Dato 30647;219;62;176;1
Dato 30648;212;88;122;2
Dato 30649;221;92;135;2
Dato 30650;225;91;143;2
Dato 30651;226;93;140;2
Dato 30652;225;96;135;2
Dato 30653;224;97;133;2
Dato 30654;223;99;129;2
Dato 30655;227;92;144;2
Dato 30656;235;74;183;1
Dato 30657;239;65;203;1
Dato 30658;237;70;193;1
Dato 30659;228;88;152;2
Dato 30660;223;100;125;2
Dato 30661;221;104;117;2
Dato 30662;220;107;111;2
Dato 30663;219;108;108;2
Dato 30664;220;106;112;2
Dato 30665;222;102;122;2
Dato 30666;221;104;117;2
Dato 30667;221;104;117;2
Dato 30668;224;98;129;2
Dato 30669;233;79;173;2
Dato 30670;241;61;212;1
Dato 30671;242;60;216;1
Dato 30672;241;60;215;1
Dato 30673;242;58;218;1
Dato 30674;241;60;215;1
Dato 30675;240;64;206;1
Dato 30676;238;68;197;1
Dato 30677;235;73;185;1
Dato 30678;233;78;175;1
Dato 30679;229;86;157;2
Dato 30680;226;94;140;2
Dato 30681;224;98;130;2
Dato 30682;223;100;125;2
Dato 30683;223;100;125;2
Dato 30684;223;99;128;2
Dato 30685;225;95;137;2
Dato 30686;232;79;172;2
Dato 30687;243;57;221;1
Dato 30688;245;46;242;1
Dato 30689;233;43;230;1
Dato 30690;224;41;223;1
Dato 30691;223;40;222;1
Dato 30692;205;38;203;1
Dato 30693;0;0;0;0
Dato 30694;0;0;0;0
Dato 30695;0;0;0;0
Dato 30696;0;0;0;0
Dato 30697;0;0;0;0
Dato 30698;0;0;0;0
Dato 30699;208;38;206;1
Dato 30700;243;55;226;1
Dato 30701;226;92;143;2
Dato 30702;219;109;106;2
Dato 30703;218;111;102;2
Dato 30704;217;112;100;2
Dato 30705;206;125;90;2
Dato 30706;188;145;74;3
Dato 30707;184;150;71;3
Dato 30708;184;150;71;3
Dato 30709;184;150;71;3
Dato 30710;184;150;70;3
Dato 30711;184;150;70;3
Dato 30712;185;149;71;3
Dato 30713;196;136;81;3
Dato 30714;214;115;98;2
Dato 30715;218;111;101;2
Dato 30716;218;110;104;2
Dato 30717;220;107;110;2
Dato 30718;219;109;106;2
Dato 30719;218;110;103;2
Dato 30720;218;111;102;2
Dato 30721;218;111;102;2
Dato 30722;218;111;102;2
Dato 30723;220;106;112;2
Dato 30724;222;103;119;2
Dato 30725;219;109;106;2
Dato 30726;218;111;101;2
Dato 30727;213;117;97;2
Dato 30728;191;142;77;3
Dato 30729;185;149;71;3
Dato 30730;185;148;72;3
Dato 30731;185;149;71;3
Dato 30732;190;143;76;3
Dato 30733;205;126;89;2
Dato 30734;215;114;99;2
Dato 30735;218;111;102;2
Dato 30736;219;108;107;2
Dato 30737;220;107;110;2
Dato 30738;220;107;110;2
Dato 30739;219;108;108;2
Dato 30740;219;108;109;2
Dato 30741;222;102;120;2
Dato 30742;231;79;168;2
Dato 30743;242;50;232;1
Dato 30744;227;42;224;1
Dato 30745;213;41;208;1
Dato 30746;227;43;223;1
Dato 30747;0;0;0;0
Dato 30748;0;0;0;0
Dato 30749;0;0;0;0
Dato 30750;0;0;0;0
Dato 30751;0;0;0;0
Dato 30752;0;0;0;0
Dato 30753;0;0;0;0
Dato 30754;0;0;0;0
Dato 30755;0;0;0;0
Dato 30756;0;0;0;0
Dato 30757;0;0;0;0
Dato 30758;0;0;0;0
Dato 30759;0;0;0;0
Dato 30760;0;0;0;0
Dato 30761;0;0;0;0
Dato 30762;0;0;0;0
Dato 30763;0;0;0;0
Dato 30764;0;0;0;0
Dato 30765;0;0;0;0
Dato 30766;0;0;0;0
Dato 30767;0;0;0;0
Dato 30768;0;0;0;0
Dato 30769;0;0;0;0
Dato 30770;0;0;0;0
Dato 30771;0;0;0;0
Dato 30772;0;0;0;0
Dato 30773;0;0;0;0
Dato 30774;0;0;0;0
Dato 30775;0;0;0;0
Dato 30776;0;0;0;0
Dato 30777;0;0;0;0
Dato 30778;0;0;0;0
Dato 30779;0;0;0;0
Dato 30780;0;0;0;0
Dato 30781;0;0;0;0
Dato 30782;0;0;0;0
Dato 30783;0;0;0;0
Dato 30784;0;0;0;0
Dato 30785;0;0;0;0
Dato 30786;0;0;0;0
Dato 30787;0;0;0;0
Dato 30788;0;0;0;0
Dato 30789;0;0;0;0
Dato 30790;0;0;0;0
Dato 30791;0;0;0;0
Dato 30792;0;0;0;0
Dato 30793;0;0;0;0
Dato 30794;0;0;0;0
Dato 30795;0;0;0;0
Dato 30796;0;0;0;0
Dato 30797;0;0;0;0
Dato 30798;0;0;0;0
Dato 30799;0;0;0;0
Dato 30800;0;0;0;0
Dato 30801;0;0;0;0
Dato 30802;0;0;0;0
Dato 30803;0;0;0;0
Dato 30804;0;0;0;0
Dato 30805;0;0;0;0
Dato 30806;0;0;0;0
Dato 30807;0;0;0;0
Dato 30808;0;0;0;0
Dato 30809;0;0;0;0
Dato 30810;0;0;0;0
Dato 30811;0;0;0;0
Dato 30812;0;0;0;0
Dato 30813;0;0;0;0
Dato 30814;0;0;0;0
Dato 30815;0;0;0;0
Dato 30816;0;0;0;0
Dato 30817;0;0;0;0
Dato 30818;0;0;0;0
Dato 30819;0;0;0;0
Dato 30820;0;0;0;0
Dato 30821;0;0;0;0
Dato 30822;0;0;0;0
Dato 30823;0;0;0;0
Dato 30824;0;0;0;0
Dato 30825;0;0;0;0
Dato 30826;0;0;0;0
Dato 30827;0;0;0;0
Dato 30828;0;0;0;0
Dato 30829;0;0;0;0
Dato 30830;0;0;0;0
Dato 30831;0;0;0;0
Dato 30832;0;0;0;0
Dato 30833;0;0;0;0
Dato 30834;0;0;0;0
Dato 30835;0;0;0;0
Dato 30836;0;0;0;0
Dato 30837;0;0;0;0
Dato 30838;0;0;0;0
Dato 30839;0;0;0;0
Dato 30840;0;0;0;0
Dato 30841;0;0;0;0
Dato 30842;0;0;0;0
Dato 30843;0;0;0;0
Dato 30844;0;0;0;0
Dato 30845;0;0;0;0
Dato 30846;0;0;0;0
Dato 30847;0;0;0;0
Dato 30848;0;0;0;0
Dato 30849;0;0;0;0
Dato 30850;0;0;0;0
Dato 30851;0;0;0;0
Dato 30852;0;0;0;0
Dato 30853;0;0;0;0
Dato 30854;0;0;0;0
Dato 30855;0;0;0;0
Dato 30856;0;0;0;0
Dato 30857;0;0;0;0
Dato 30858;0;0;0;0
Dato 30859;0;0;0;0
Dato 30860;0;0;0;0
Dato 30861;0;0;0;0
Dato 30862;0;0;0;0
Dato 30863;0;0;0;0
Dato 30864;0;0;0;0
Dato 30865;225;54;201;1
Dato 30866;226;65;182;1
Dato 30867;226;67;179;1
Dato 30868;231;72;180;1
Dato 30869;233;77;177;1
Dato 30870;230;85;159;2
Dato 30871;224;96;134;2
Dato 30872;222;102;120;2
Dato 30873;222;101;123;2
Dato 30874;227;92;143;2
Dato 30875;236;73;187;1
Dato 30876;240;63;209;1
Dato 30877;241;60;214;1
Dato 30878;238;68;197;1
Dato 30879;230;85;160;2
Dato 30880;227;91;146;2
Dato 30881;233;77;176;2
Dato 30882;240;62;209;1
Dato 30883;237;70;193;1
Dato 30884;235;74;182;1
