Identificador;Columna 1;Columna 2;Columna 3;Columna 4
Dato 5315;0;0;0;0
Dato 5316;0;0;0;0
Dato 5317;0;0;0;0
Dato 5318;0;0;0;0
Dato 5319;0;0;0;0
Dato 5320;0;0;0;0
Dato 5321;0;0;0;0
Dato 5322;154;33;144;1
Dato 5323;187;41;173;1
Dato 5324;213;46;198;1
Dato 5325;228;50;211;1
Dato 5326;233;52;213;1
Dato 5327;0;0;0;0
Dato 5537;0;0;0;0
Dato 5538;0;0;0;0
Dato 5539;0;0;0;0
Dato 5540;0;0;0;0
Dato 5541;176;35;170;1
Dato 5542;208;41;202;1
Dato 5543;227;44;221;1
Dato 5544;235;45;229;1
Dato 5545;227;44;221;1
Dato 5546;0;0;0;0
Dato 5547;0;0;0;0
Dato 5548;0;0;0;0
Dato 5549;0;0;0;0
Dato 5550;0;0;0;0
Dato 5551;0;0;0;0
Dato 5552;0;0;0;0
Dato 5553;0;0;0;0
Dato 5554;0;0;0;0
Dato 5555;0;0;0;0
Dato 5556;0;0;0;0
Dato 5557;0;0;0;0
Dato 5558;0;0;0;0
Dato 5559;0;0;0;0
Dato 5560;0;0;0;0
Dato 5561;0;0;0;0
Dato 5562;0;0;0;0
Dato 5563;0;0;0;0
Dato 5564;0;0;0;0
Dato 5565;0;0;0;0
Dato 5566;0;0;0;0
Dato 5567;0;0;0;0
Dato 5568;0;0;0;0
Dato 5569;0;0;0;0
Dato 5570;0;0;0;0
Dato 5571;0;0;0;0
Dato 5572;0;0;0;0
Dato 5573;0;0;0;0
Dato 5574;0;0;0;0
Dato 5575;0;0;0;0
Dato 5576;0;0;0;0
Dato 5577;0;0;0;0
Dato 5578;0;0;0;0
Dato 5579;0;0;0;0
Dato 5580;0;0;0;0
Dato 5581;0;0;0;0
Dato 5582;0;0;0;0
Dato 5583;0;0;0;0
Dato 5584;0;0;0;0
Dato 5585;0;0;0;0
Dato 5586;0;0;0;0
Dato 5587;0;0;0;0
Dato 5588;0;0;0;0
Dato 5589;0;0;0;0
Dato 5590;0;0;0;0
Dato 5591;0;0;0;0
Dato 5592;0;0;0;0
Dato 5593;0;0;0;0
Dato 5594;0;0;0;0
Dato 5595;0;0;0;0
Dato 5596;0;0;0;0
Dato 5597;0;0;0;0
Dato 5598;0;0;0;0
Dato 5599;0;0;0;0
Dato 5600;0;0;0;0
Dato 5601;0;0;0;0
Dato 5602;0;0;0;0
Dato 5603;0;0;0;0
Dato 5604;0;0;0;0
Dato 5605;0;0;0;0
Dato 5606;0;0;0;0
Dato 5607;0;0;0;0
Dato 5608;0;0;0;0
Dato 5609;0;0;0;0
Dato 5610;0;0;0;0
Dato 5611;0;0;0;0
Dato 5612;0;0;0;0
Dato 5613;0;0;0;0
Dato 5614;0;0;0;0
Dato 5615;0;0;0;0
Dato 5616;0;0;0;0
Dato 5617;0;0;0;0
Dato 5618;0;0;0;0
Dato 5619;0;0;0;0
Dato 5620;0;0;0;0
Dato 5621;0;0;0;0
Dato 5622;0;0;0;0
Dato 5623;0;0;0;0
Dato 5624;0;0;0;0
Dato 5625;0;0;0;0
Dato 5626;0;0;0;0
Dato 5627;0;0;0;0
Dato 5628;0;0;0;0
Dato 5629;0;0;0;0
Dato 5630;0;0;0;0
Dato 5631;0;0;0;0
Dato 5632;0;0;0;0
Dato 5633;0;0;0;0
Dato 5634;0;0;0;0
Dato 5635;0;0;0;0
Dato 5636;0;0;0;0
Dato 5637;0;0;0;0
Dato 5638;0;0;0;0
Dato 5639;0;0;0;0
Dato 5640;0;0;0;0
Dato 5641;0;0;0;0
Dato 5642;0;0;0;0
Dato 5643;0;0;0;0
Dato 5644;0;0;0;0
Dato 5645;0;0;0;0
Dato 5646;0;0;0;0
Dato 5647;0;0;0;0
Dato 5648;0;0;0;0
Dato 5649;0;0;0;0
Dato 5650;0;0;0;0
Dato 5651;0;0;0;0
Dato 5652;0;0;0;0
Dato 5653;0;0;0;0
Dato 5654;0;0;0;0
Dato 5655;0;0;0;0
Dato 5656;0;0;0;0
Dato 5657;0;0;0;0
Dato 5658;0;0;0;0
Dato 5659;0;0;0;0
Dato 5660;0;0;0;0
Dato 5661;0;0;0;0
Dato 5662;0;0;0;0
Dato 5663;0;0;0;0
Dato 5664;0;0;0;0
Dato 5665;0;0;0;0
Dato 5666;0;0;0;0
Dato 5667;0;0;0;0
Dato 5668;0;0;0;0
Dato 5669;0;0;0;0
Dato 5670;0;0;0;0
Dato 5671;0;0;0;0
Dato 5672;0;0;0;0
Dato 5673;0;0;0;0
Dato 5674;0;0;0;0
Dato 5675;0;0;0;0
Dato 5676;0;0;0;0
Dato 5677;0;0;0;0
Dato 5678;0;0;0;0
Dato 5679;0;0;0;0
Dato 5680;0;0;0;0
Dato 5681;0;0;0;0
Dato 5682;0;0;0;0
Dato 5683;0;0;0;0
Dato 5684;0;0;0;0
Dato 5685;0;0;0;0
Dato 5686;0;0;0;0
Dato 5687;0;0;0;0
Dato 5688;0;0;0;0
Dato 5689;0;0;0;0
Dato 5690;0;0;0;0
Dato 5691;0;0;0;0
Dato 5692;0;0;0;0
Dato 5693;0;0;0;0
Dato 5694;0;0;0;0
Dato 5695;0;0;0;0
Dato 5696;0;0;0;0
Dato 5697;0;0;0;0
Dato 5698;0;0;0;0
Dato 5699;0;0;0;0
Dato 5700;0;0;0;0
Dato 5701;0;0;0;0
Dato 5702;0;0;0;0
Dato 5703;0;0;0;0
Dato 5704;0;0;0;0
Dato 5705;0;0;0;0
Dato 5706;0;0;0;0
Dato 5707;0;0;0;0
Dato 5708;0;0;0;0
Dato 5709;0;0;0;0
Dato 5710;0;0;0;0
Dato 5711;0;0;0;0
Dato 5712;0;0;0;0
Dato 5713;0;0;0;0
Dato 5714;0;0;0;0
Dato 5715;0;0;0;0
Dato 5716;0;0;0;0
Dato 5717;0;0;0;0
Dato 5718;0;0;0;0
Dato 5719;0;0;0;0
Dato 5720;0;0;0;0
Dato 5721;0;0;0;0
Dato 5722;0;0;0;0
Dato 5723;0;0;0;0
Dato 5724;0;0;0;0
Dato 5725;0;0;0;0
Dato 5726;0;0;0;0
Dato 5727;0;0;0;0
Dato 5728;0;0;0;0
Dato 5729;0;0;0;0
Dato 5730;0;0;0;0
Dato 5731;0;0;0;0
Dato 5732;0;0;0;0
Dato 5733;0;0;0;0
Dato 5734;0;0;0;0
Dato 5735;0;0;0;0
Dato 5736;0;0;0;0
Dato 5737;0;0;0;0
Dato 5738;0;0;0;0
Dato 5739;0;0;0;0
Dato 5740;0;0;0;0
Dato 5741;0;0;0;0
Dato 5742;0;0;0;0
Dato 5743;0;0;0;0
Dato 5744;0;0;0;0
Dato 5745;198;42;187;1
Dato 5746;212;48;196;1
Dato 5747;212;51;191;1
Dato 5748;214;52;192;1
Dato 5749;215;49;198;1
Dato 5750;216;43;208;1
Dato 5751;198;37;196;1
Dato 5752;0;0;0;0
Dato 5753;0;0;0;0
Dato 5754;197;40;190;1
Dato 5755;204;41;196;1
Dato 5756;204;41;197;1
Dato 5757;209;43;200;1
Dato 5758;216;45;205;1
Dato 5759;222;48;209;1
Dato 5760;229;50;214;1
Dato 5761;232;53;212;1
Dato 5762;227;55;202;1
Dato 5763;226;52;204;1
Dato 5764;212;44;201;1
Dato 5765;0;0;0;0
Dato 5766;0;0;0;0
Dato 5767;0;0;0;0
Dato 5768;0;0;0;0
Dato 5769;0;0;0;0
Dato 5770;0;0;0;0
Dato 5771;0;0;0;0
Dato 5772;0;0;0;0
Dato 5773;0;0;0;0
Dato 5774;0;0;0;0
Dato 5775;0;0;0;0
Dato 5776;0;0;0;0
Dato 5777;0;0;0;0
Dato 5778;0;0;0;0
Dato 5779;0;0;0;0
Dato 5780;0;0;0;0
Dato 5781;0;0;0;0
Dato 5782;0;0;0;0
Dato 5783;0;0;0;0
Dato 5784;0;0;0;0
Dato 5785;0;0;0;0
Dato 5786;0;0;0;0
Dato 5787;0;0;0;0
Dato 5788;0;0;0;0
Dato 5789;0;0;0;0
Dato 5790;0;0;0;0
Dato 5791;0;0;0;0
Dato 5792;0;0;0;0
Dato 5793;0;0;0;0
Dato 5794;0;0;0;0
Dato 5795;0;0;0;0
Dato 5796;0;0;0;0
Dato 5797;0;0;0;0
Dato 5798;0;0;0;0
Dato 5799;0;0;0;0
Dato 5800;0;0;0;0
Dato 5801;0;0;0;0
Dato 5802;0;0;0;0
Dato 5803;0;0;0;0
Dato 5804;0;0;0;0
Dato 5805;0;0;0;0
Dato 5806;0;0;0;0
Dato 5807;0;0;0;0
Dato 5808;0;0;0;0
Dato 5809;0;0;0;0
Dato 5810;0;0;0;0
Dato 5811;0;0;0;0
Dato 5812;0;0;0;0
Dato 5813;0;0;0;0
Dato 5814;0;0;0;0
Dato 5815;0;0;0;0
Dato 5816;0;0;0;0
Dato 5817;0;0;0;0
Dato 5818;0;0;0;0
Dato 5819;0;0;0;0
Dato 5820;0;0;0;0
Dato 5821;0;0;0;0
Dato 5822;0;0;0;0
Dato 5823;0;0;0;0
Dato 5824;0;0;0;0
Dato 5825;0;0;0;0
Dato 5826;0;0;0;0
Dato 5827;0;0;0;0
Dato 5828;0;0;0;0
Dato 5829;0;0;0;0
Dato 5830;0;0;0;0
Dato 5831;0;0;0;0
Dato 5832;0;0;0;0
Dato 5833;0;0;0;0
Dato 5834;0;0;0;0
Dato 5835;0;0;0;0
Dato 5836;0;0;0;0
Dato 5837;0;0;0;0
Dato 5838;0;0;0;0
Dato 5839;0;0;0;0
Dato 5840;0;0;0;0
Dato 5841;0;0;0;0
Dato 5842;0;0;0;0
Dato 5843;0;0;0;0
Dato 5844;0;0;0;0
Dato 5845;0;0;0;0
Dato 5846;0;0;0;0
Dato 5847;0;0;0;0
Dato 5848;0;0;0;0
Dato 5849;0;0;0;0
Dato 5850;0;0;0;0
Dato 5851;0;0;0;0
Dato 5852;0;0;0;0
Dato 5853;0;0;0;0
Dato 5854;0;0;0;0
Dato 5855;0;0;0;0
Dato 5856;0;0;0;0
Dato 5857;0;0;0;0
Dato 5858;0;0;0;0
Dato 5859;0;0;0;0
Dato 5860;0;0;0;0
Dato 5861;0;0;0;0
Dato 5862;0;0;0;0
Dato 5863;0;0;0;0
Dato 5864;0;0;0;0
Dato 5865;0;0;0;0
Dato 5866;0;0;0;0
Dato 5867;0;0;0;0
Dato 5868;0;0;0;0
Dato 5869;0;0;0;0
Dato 5870;0;0;0;0
Dato 5871;0;0;0;0
Dato 5872;0;0;0;0
Dato 5873;0;0;0;0
Dato 5874;0;0;0;0
Dato 5875;0;0;0;0
Dato 5876;0;0;0;0
Dato 5877;0;0;0;0
Dato 5878;0;0;0;0
Dato 5879;0;0;0;0
Dato 5880;0;0;0;0
Dato 5881;0;0;0;0
Dato 5882;0;0;0;0
Dato 5883;0;0;0;0
Dato 5884;0;0;0;0
Dato 5885;0;0;0;0
Dato 5886;0;0;0;0
Dato 5887;0;0;0;0
Dato 5888;0;0;0;0
Dato 5889;0;0;0;0
Dato 5890;0;0;0;0
Dato 5891;0;0;0;0
Dato 5892;0;0;0;0
Dato 5893;0;0;0;0
Dato 5894;0;0;0;0
Dato 5895;0;0;0;0
Dato 5896;0;0;0;0
Dato 5897;0;0;0;0
Dato 5898;0;0;0;0
Dato 5899;0;0;0;0
Dato 5900;0;0;0;0
Dato 5901;0;0;0;0
Dato 5902;0;0;0;0
Dato 5903;0;0;0;0
Dato 5904;0;0;0;0
Dato 5905;0;0;0;0
Dato 5906;0;0;0;0
Dato 5907;0;0;0;0
Dato 5908;0;0;0;0
Dato 5909;0;0;0;0
Dato 5910;0;0;0;0
Dato 5911;0;0;0;0
Dato 5912;0;0;0;0
Dato 5913;0;0;0;0
Dato 5914;0;0;0;0
Dato 5915;0;0;0;0
Dato 5916;0;0;0;0
Dato 5917;0;0;0;0
Dato 5918;0;0;0;0
Dato 5919;0;0;0;0
Dato 5920;0;0;0;0
Dato 5921;0;0;0;0
Dato 5922;0;0;0;0
Dato 5923;0;0;0;0
Dato 5924;0;0;0;0
Dato 5925;0;0;0;0
Dato 5926;0;0;0;0
Dato 5927;0;0;0;0
Dato 5928;0;0;0;0
Dato 5929;0;0;0;0
Dato 5930;0;0;0;0
Dato 5931;0;0;0;0
Dato 5932;0;0;0;0
Dato 5933;0;0;0;0
Dato 5934;0;0;0;0
Dato 5935;0;0;0;0
Dato 5936;0;0;0;0
Dato 5937;0;0;0;0
Dato 5938;0;0;0;0
Dato 5939;0;0;0;0
Dato 5940;0;0;0;0
Dato 5941;0;0;0;0
Dato 5942;0;0;0;0
Dato 5943;0;0;0;0
Dato 5944;0;0;0;0
Dato 5945;0;0;0;0
Dato 5946;0;0;0;0
Dato 5947;0;0;0;0
Dato 5948;0;0;0;0
Dato 5949;0;0;0;0
Dato 5950;0;0;0;0
Dato 5951;0;0;0;0
Dato 5952;0;0;0;0
Dato 5953;0;0;0;0
Dato 5954;0;0;0;0
Dato 5955;0;0;0;0
Dato 5956;0;0;0;0
Dato 5957;0;0;0;0
Dato 5958;0;0;0;0
Dato 5959;0;0;0;0
Dato 5960;0;0;0;0
Dato 5961;201;44;187;1
Dato 5962;226;56;202;1
Dato 5963;231;73;180;1
Dato 5964;227;89;150;2
Dato 5965;226;94;139;2
Dato 5966;228;91;147;2
Dato 5967;235;72;186;1
Dato 5968;232;52;215;1
Dato 5969;216;43;209;1
Dato 5970;214;45;204;1
Dato 5971;223;48;210;1
Dato 5972;227;50;213;1
Dato 5973;230;50;215;1
Dato 5974;233;51;218;1
Dato 5975;240;54;224;1
Dato 5976;234;57;210;1
Dato 5977;233;63;200;1
Dato 5978;236;68;194;1
Dato 5979;232;73;180;1
Dato 5980;219;77;152;2
Dato 5981;225;65;181;1
Dato 5982;227;45;220;1
Dato 5983;198;38;192;1
Dato 5984;169;36;158;1
Dato 5985;0;0;0;0
Dato 5986;0;0;0;0
Dato 5987;0;0;0;0
Dato 5988;0;0;0;0
Dato 5989;0;0;0;0
Dato 5990;0;0;0;0
Dato 5991;0;0;0;0
Dato 5992;0;0;0;0
Dato 5993;0;0;0;0
Dato 5994;0;0;0;0
Dato 5995;0;0;0;0
Dato 5996;0;0;0;0
Dato 5997;0;0;0;0
Dato 5998;0;0;0;0
Dato 5999;0;0;0;0
Dato 6000;0;0;0;0
Dato 6001;0;0;0;0
Dato 6002;0;0;0;0
Dato 6003;0;0;0;0
Dato 6004;0;0;0;0
Dato 6005;0;0;0;0
Dato 6006;0;0;0;0
Dato 6007;0;0;0;0
Dato 6008;0;0;0;0
Dato 6009;0;0;0;0
Dato 6010;0;0;0;0
Dato 6011;0;0;0;0
Dato 6012;0;0;0;0
Dato 6013;0;0;0;0
Dato 6014;0;0;0;0
Dato 6015;0;0;0;0
Dato 6016;0;0;0;0
Dato 6017;0;0;0;0
Dato 6018;0;0;0;0
Dato 6019;0;0;0;0
Dato 6020;0;0;0;0
Dato 6021;0;0;0;0
Dato 6022;0;0;0;0
Dato 6023;0;0;0;0
Dato 6024;0;0;0;0
Dato 6025;0;0;0;0
Dato 6026;0;0;0;0
Dato 6027;0;0;0;0
Dato 6028;0;0;0;0
Dato 6029;0;0;0;0
Dato 6030;0;0;0;0
Dato 6031;0;0;0;0
Dato 6032;0;0;0;0
Dato 6033;0;0;0;0
Dato 6034;0;0;0;0
Dato 6035;0;0;0;0
Dato 6036;0;0;0;0
Dato 6037;0;0;0;0
Dato 6038;0;0;0;0
Dato 6039;0;0;0;0
Dato 6040;0;0;0;0
Dato 6041;0;0;0;0
Dato 6042;0;0;0;0
Dato 6043;0;0;0;0
Dato 6044;0;0;0;0
Dato 6045;0;0;0;0
Dato 6046;0;0;0;0
Dato 6047;0;0;0;0
Dato 6048;0;0;0;0
Dato 6049;0;0;0;0
Dato 6050;0;0;0;0
Dato 6051;0;0;0;0
Dato 6052;0;0;0;0
Dato 6053;0;0;0;0
Dato 6054;0;0;0;0
Dato 6055;0;0;0;0
Dato 6056;0;0;0;0
Dato 6057;0;0;0;0
Dato 6058;0;0;0;0
Dato 6059;0;0;0;0
Dato 6060;0;0;0;0
Dato 6061;0;0;0;0
Dato 6062;0;0;0;0
Dato 6063;0;0;0;0
Dato 6064;0;0;0;0
Dato 6065;0;0;0;0
Dato 6066;0;0;0;0
Dato 6067;0;0;0;0
Dato 6068;0;0;0;0
Dato 6069;0;0;0;0
Dato 6070;0;0;0;0
Dato 6071;0;0;0;0
Dato 6072;0;0;0;0
Dato 6073;0;0;0;0
Dato 6074;0;0;0;0
Dato 6075;0;0;0;0
Dato 6076;0;0;0;0
Dato 6077;0;0;0;0
Dato 6078;0;0;0;0
Dato 6079;0;0;0;0
Dato 6080;0;0;0;0
Dato 6081;0;0;0;0
Dato 6082;0;0;0;0
Dato 6083;0;0;0;0
Dato 6084;0;0;0;0
Dato 6085;0;0;0;0
Dato 6086;0;0;0;0
Dato 6087;0;0;0;0
Dato 6088;0;0;0;0
Dato 6089;0;0;0;0
Dato 6090;0;0;0;0
Dato 6091;0;0;0;0
Dato 6092;0;0;0;0
Dato 6093;0;0;0;0
Dato 6094;0;0;0;0
Dato 6095;0;0;0;0
Dato 6096;0;0;0;0
Dato 6097;0;0;0;0
Dato 6098;0;0;0;0
Dato 6099;0;0;0;0
Dato 6100;0;0;0;0
Dato 6101;0;0;0;0
Dato 6102;0;0;0;0
Dato 6103;0;0;0;0
Dato 6104;0;0;0;0
Dato 6105;0;0;0;0
Dato 6106;0;0;0;0
Dato 6107;0;0;0;0
Dato 6108;0;0;0;0
Dato 6109;0;0;0;0
Dato 6110;0;0;0;0
Dato 6111;0;0;0;0
Dato 6112;0;0;0;0
Dato 6113;0;0;0;0
Dato 6114;0;0;0;0
Dato 6115;0;0;0;0
Dato 6116;0;0;0;0
Dato 6117;0;0;0;0
Dato 6118;0;0;0;0
Dato 6119;0;0;0;0
Dato 6120;0;0;0;0
Dato 6121;0;0;0;0
Dato 6122;0;0;0;0
Dato 6123;0;0;0;0
Dato 6124;0;0;0;0
Dato 6125;0;0;0;0
Dato 6126;0;0;0;0
Dato 6127;0;0;0;0
Dato 6128;0;0;0;0
Dato 6129;0;0;0;0
Dato 6130;0;0;0;0
Dato 6131;0;0;0;0
Dato 6132;0;0;0;0
Dato 6133;0;0;0;0
Dato 6134;0;0;0;0
Dato 6135;0;0;0;0
Dato 6136;0;0;0;0
Dato 6137;0;0;0;0
Dato 6138;0;0;0;0
Dato 6139;0;0;0;0
Dato 6140;0;0;0;0
Dato 6141;0;0;0;0
Dato 6142;0;0;0;0
Dato 6143;0;0;0;0
Dato 6144;0;0;0;0
Dato 6145;0;0;0;0
Dato 6146;0;0;0;0
Dato 6147;0;0;0;0
Dato 6148;0;0;0;0
Dato 6149;0;0;0;0
Dato 6150;0;0;0;0
Dato 6151;0;0;0;0
Dato 6152;0;0;0;0
Dato 6153;0;0;0;0
Dato 6154;0;0;0;0
Dato 6155;0;0;0;0
Dato 6156;0;0;0;0
Dato 6157;0;0;0;0
Dato 6158;0;0;0;0
Dato 6159;0;0;0;0
Dato 6160;0;0;0;0
Dato 6161;0;0;0;0
Dato 6162;0;0;0;0
Dato 6163;0;0;0;0
Dato 6164;0;0;0;0
Dato 6165;0;0;0;0
Dato 6166;0;0;0;0
Dato 6167;0;0;0;0
Dato 6168;0;0;0;0
Dato 6169;0;0;0;0
Dato 6170;0;0;0;0
Dato 6171;0;0;0;0
Dato 6172;0;0;0;0
Dato 6173;0;0;0;0
Dato 6174;0;0;0;0
Dato 6175;0;0;0;0
Dato 6176;0;0;0;0
Dato 6177;193;41;183;1
Dato 6178;223;50;206;1
Dato 6179;230;73;178;1
Dato 6180;226;95;137;2
Dato 6181;221;103;120;2
Dato 6182;220;105;115;2
Dato 6183;220;105;114;2
Dato 6184;222;100;126;2
Dato 6185;228;84;159;2
Dato 6186;240;61;212;1
Dato 6187;241;54;224;1
Dato 6188;232;54;213;1
Dato 6189;237;60;208;1
Dato 6190;236;65;200;1
Dato 6191;236;66;198;1
Dato 6192;236;70;191;1
Dato 6193;235;72;187;1
Dato 6194;233;76;178;1
Dato 6195;233;78;175;1
Dato 6196;234;75;182;1
Dato 6197;235;68;193;1
Dato 6198;239;56;216;1
Dato 6199;246;47;241;1
Dato 6200;242;48;234;1
Dato 6201;228;56;201;1
Dato 6202;220;59;184;1
Dato 6203;216;55;186;1
Dato 6204;0;0;0;0
Dato 6205;0;0;0;0
Dato 6206;0;0;0;0
Dato 6207;0;0;0;0
Dato 6208;0;0;0;0
Dato 6209;0;0;0;0
Dato 6210;0;0;0;0
Dato 6211;0;0;0;0
Dato 6212;0;0;0;0
Dato 6213;0;0;0;0
Dato 6214;0;0;0;0
Dato 6215;0;0;0;0
Dato 6216;0;0;0;0
Dato 6217;0;0;0;0
Dato 6218;0;0;0;0
Dato 6219;0;0;0;0
Dato 6220;0;0;0;0
Dato 6221;0;0;0;0
Dato 6222;0;0;0;0
Dato 6223;0;0;0;0
Dato 6224;0;0;0;0
Dato 6225;0;0;0;0
Dato 6226;0;0;0;0
Dato 6227;0;0;0;0
Dato 6228;0;0;0;0
Dato 6229;0;0;0;0
Dato 6230;0;0;0;0
Dato 6231;0;0;0;0
Dato 6232;0;0;0;0
Dato 6233;0;0;0;0
Dato 6234;0;0;0;0
Dato 6235;0;0;0;0
Dato 6236;0;0;0;0
Dato 6237;0;0;0;0
Dato 6238;0;0;0;0
Dato 6239;0;0;0;0
Dato 6240;0;0;0;0
Dato 6241;0;0;0;0
Dato 6242;0;0;0;0
Dato 6243;0;0;0;0
Dato 6244;0;0;0;0
Dato 6245;0;0;0;0
Dato 6246;0;0;0;0
Dato 6247;0;0;0;0
Dato 6248;0;0;0;0
Dato 6249;0;0;0;0
Dato 6250;0;0;0;0
Dato 6251;0;0;0;0
Dato 6252;0;0;0;0
Dato 6253;0;0;0;0
Dato 6254;0;0;0;0
Dato 6255;0;0;0;0
Dato 6256;0;0;0;0
Dato 6257;0;0;0;0
Dato 6258;0;0;0;0
Dato 6259;0;0;0;0
Dato 6260;0;0;0;0
Dato 6261;0;0;0;0
Dato 6262;0;0;0;0
Dato 6263;0;0;0;0
Dato 6264;0;0;0;0
Dato 6265;0;0;0;0
Dato 6266;0;0;0;0
Dato 6267;0;0;0;0
Dato 6268;0;0;0;0
Dato 6269;0;0;0;0
Dato 6270;0;0;0;0
Dato 6271;0;0;0;0
Dato 6272;0;0;0;0
Dato 6273;0;0;0;0
Dato 6274;0;0;0;0
Dato 6275;0;0;0;0
Dato 6276;0;0;0;0
Dato 6277;0;0;0;0
Dato 6278;0;0;0;0
Dato 6279;0;0;0;0
Dato 6280;0;0;0;0
Dato 6281;0;0;0;0
Dato 6282;0;0;0;0
Dato 6283;0;0;0;0
Dato 6284;0;0;0;0
Dato 6285;0;0;0;0
Dato 6286;0;0;0;0
Dato 6287;0;0;0;0
Dato 6288;0;0;0;0
Dato 6289;0;0;0;0
Dato 6290;0;0;0;0
Dato 6291;0;0;0;0
Dato 6292;0;0;0;0
Dato 6293;0;0;0;0
Dato 6294;0;0;0;0
Dato 6295;0;0;0;0
Dato 6296;0;0;0;0
Dato 6297;0;0;0;0
Dato 6298;0;0;0;0
Dato 6299;0;0;0;0
Dato 6300;0;0;0;0
Dato 6301;0;0;0;0
Dato 6302;0;0;0;0
Dato 6303;0;0;0;0
Dato 6304;0;0;0;0
Dato 6305;0;0;0;0
Dato 6306;0;0;0;0
Dato 6307;0;0;0;0
Dato 6308;0;0;0;0
Dato 6309;0;0;0;0
Dato 6310;0;0;0;0
Dato 6311;0;0;0;0
Dato 6312;0;0;0;0
Dato 6313;0;0;0;0
Dato 6314;0;0;0;0
Dato 6315;0;0;0;0
Dato 6316;0;0;0;0
Dato 6317;0;0;0;0
Dato 6318;0;0;0;0
Dato 6319;0;0;0;0
Dato 6320;0;0;0;0
Dato 6321;0;0;0;0
Dato 6322;0;0;0;0
Dato 6323;0;0;0;0
Dato 6324;0;0;0;0
Dato 6325;0;0;0;0
Dato 6326;0;0;0;0
Dato 6327;0;0;0;0
Dato 6328;0;0;0;0
Dato 6329;0;0;0;0
Dato 6330;0;0;0;0
Dato 6331;0;0;0;0
Dato 6332;0;0;0;0
Dato 6333;0;0;0;0
Dato 6334;0;0;0;0
Dato 6335;0;0;0;0
Dato 6336;0;0;0;0
Dato 6337;0;0;0;0
Dato 6338;0;0;0;0
Dato 6339;0;0;0;0
Dato 6340;0;0;0;0
Dato 6341;0;0;0;0
Dato 6342;0;0;0;0
Dato 6343;0;0;0;0
Dato 6344;0;0;0;0
Dato 6345;0;0;0;0
Dato 6346;0;0;0;0
Dato 6347;0;0;0;0
Dato 6348;0;0;0;0
Dato 6349;0;0;0;0
Dato 6350;0;0;0;0
Dato 6351;0;0;0;0
Dato 6352;0;0;0;0
Dato 6353;0;0;0;0
Dato 6354;0;0;0;0
Dato 6355;0;0;0;0
Dato 6356;0;0;0;0
Dato 6357;0;0;0;0
Dato 6358;0;0;0;0
Dato 6359;0;0;0;0
Dato 6360;0;0;0;0
Dato 6361;0;0;0;0
Dato 6362;0;0;0;0
Dato 6363;0;0;0;0
Dato 6364;0;0;0;0
Dato 6365;0;0;0;0
Dato 6366;0;0;0;0
Dato 6367;0;0;0;0
Dato 6368;0;0;0;0
Dato 6369;0;0;0;0
Dato 6370;0;0;0;0
Dato 6371;0;0;0;0
Dato 6372;0;0;0;0
Dato 6373;0;0;0;0
Dato 6374;0;0;0;0
Dato 6375;0;0;0;0
Dato 6376;0;0;0;0
Dato 6377;0;0;0;0
Dato 6378;0;0;0;0
Dato 6379;0;0;0;0
Dato 6380;0;0;0;0
Dato 6381;0;0;0;0
Dato 6382;0;0;0;0
Dato 6383;0;0;0;0
Dato 6384;0;0;0;0
Dato 6385;0;0;0;0
Dato 6386;0;0;0;0
Dato 6387;0;0;0;0
Dato 6388;184;38;175;1
Dato 6389;0;0;0;0
Dato 6390;0;0;0;0
Dato 6391;0;0;0;0
Dato 6392;0;0;0;0
Dato 6393;0;0;0;0
Dato 6394;205;44;194;1
Dato 6395;228;55;204;1
Dato 6396;225;90;144;2
Dato 6397;221;105;116;2
Dato 6398;219;107;111;2
Dato 6399;219;109;109;2
Dato 6400;218;110;107;2
Dato 6401;218;110;106;2
Dato 6402;220;107;112;2
Dato 6403;224;96;134;2
Dato 6404;233;78;175;1
Dato 6405;234;74;182;1
Dato 6406;231;83;164;2
Dato 6407;228;90;150;2
Dato 6408;228;91;147;2
Dato 6409;227;92;144;2
Dato 6410;228;90;148;2
Dato 6411;228;88;152;2
Dato 6412;230;84;162;2
Dato 6413;235;74;182;1
Dato 6414;241;62;212;1
Dato 6415;246;51;235;1
Dato 6416;245;50;235;1
Dato 6417;233;69;187;1
Dato 6418;210;94;109;2
Dato 6419;206;100;94;2
Dato 6420;207;98;98;2
Dato 6421;209;90;113;2
Dato 6422;212;70;154;1
Dato 6423;0;0;0;0
Dato 6424;0;0;0;0
Dato 6425;0;0;0;0
Dato 6426;0;0;0;0
Dato 6427;0;0;0;0
Dato 6428;0;0;0;0
Dato 6429;0;0;0;0
Dato 6430;0;0;0;0
Dato 6431;0;0;0;0
Dato 6432;0;0;0;0
Dato 6433;0;0;0;0
Dato 6434;0;0;0;0
Dato 6435;0;0;0;0
Dato 6436;0;0;0;0
Dato 6437;0;0;0;0
Dato 6438;0;0;0;0
Dato 6439;0;0;0;0
Dato 6440;0;0;0;0
Dato 6441;0;0;0;0
Dato 6442;0;0;0;0
Dato 6443;0;0;0;0
Dato 6444;0;0;0;0
Dato 6445;0;0;0;0
Dato 6446;0;0;0;0
Dato 6447;0;0;0;0
Dato 6448;0;0;0;0
Dato 6449;0;0;0;0
Dato 6450;0;0;0;0
Dato 6451;0;0;0;0
Dato 6452;0;0;0;0
Dato 6453;0;0;0;0
Dato 6454;0;0;0;0
